image_path,xmin,ymin,xmax,ymax,label,detection_score,color_detected,mapping_method,mapping_error_px,in_bounds,box_width,box_height,image_id,colony,year,dotter,original_width,original_height,x_screenshot,y_screenshot,x_original,y_original,confidence_tier
D_original.jpg,1646,1384,1726,1464,BRPE,95.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,426.6,388.1,1686.7,1424.7,GOLD
D_original.jpg,2272,16,2352,96,BRPE,94.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,581.5,48.5,2312.5,56.4,GOLD
D_original.jpg,2439,2312,2519,2392,BRPE,92.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,621.7,616.5,2479.8,2352.7,GOLD
D_original.jpg,1210,1681,1290,1761,BRPE,92.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,318.3,462.4,1250.1,1721.9,GOLD
D_original.jpg,1650,1558,1730,1638,BRPE,91.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,427.5,431.2,1690.5,1598.5,GOLD
D_original.jpg,2439,1907,2519,1987,BRPE,91.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,621.9,516.6,2479.9,1948.0,GOLD
D_original.jpg,2631,1673,2711,1753,BRPE,90.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,669.1,458.4,2671.9,1713.4,GOLD
D_original.jpg,1564,2187,1644,2267,BRPE,90.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,406.1,587.4,1604.5,2227.9,GOLD
D_original.jpg,484,2822,564,2902,BRPE,90.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,137.5,747.5,524.5,2862.5,GOLD
D_original.jpg,1797,2300,1877,2380,BRPE,90.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,463.7,614.8,1837.7,2340.4,GOLD
D_original.jpg,2843,2035,2923,2115,BRPE,90.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,720.7,547.3,2883.5,2075.2,GOLD
D_original.jpg,1256,1470,1336,1550,BRPE,90.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,329.8,409.7,1296.3,1510.1,GOLD
D_original.jpg,3005,2003,3085,2083,BRPE,89.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,760.3,539.2,3045.6,2043.4,GOLD
D_original.jpg,1358,1348,1438,1428,BRPE,88.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,355.1,379.5,1398.1,1389.0,GOLD
D_original.jpg,1782,1729,1862,1809,BRPE,88.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,460.1,473.5,1822.5,1769.8,GOLD
D_original.jpg,660,1976,740,2056,BRPE,88.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,181.5,536.5,700.8,2016.4,GOLD
D_original.jpg,724,2821,804,2901,BRPE,87.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,197.4,746.5,764.5,2861.1,GOLD
D_original.jpg,2231,2261,2311,2341,BRPE,86.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,570.6,604.4,2271.6,2302.0,GOLD
D_original.jpg,1042,1658,1122,1738,BRPE,86.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,276.6,456.9,1082.3,1698.9,GOLD
D_original.jpg,1894,1665,1974,1745,BRPE,86.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,487.8,457.5,1934.6,1705.8,GOLD
D_original.jpg,1251,2225,1331,2305,BRPE,86.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,328.6,597.4,1291.8,2265.8,GOLD
D_original.jpg,640,2711,720,2791,BRPE,86.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,176.4,719.5,680.3,2751.6,GOLD
D_original.jpg,1199,1223,1279,1303,BRPE,86.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,315.6,348.4,1239.0,1263.3,GOLD
D_original.jpg,2377,2148,2457,2228,BRPE,86.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,606.5,576.2,2417.6,2188.9,GOLD
D_original.jpg,161,146,241,226,BRPE,86.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,56.2,79.6,201.3,186.1,GOLD
D_original.jpg,1959,1076,2039,1156,BRPE,85.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,503.9,311.3,1999.2,1116.1,GOLD
D_original.jpg,1744,1551,1824,1631,BRPE,85.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,450.7,429.3,1784.3,1591.2,GOLD
D_original.jpg,1677,2151,1757,2231,BRPE,85.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,434.0,578.2,1717.3,2191.7,GOLD
D_original.jpg,2314,1196,2394,1276,BRPE,85.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,591.5,340.8,2355.0,1236.2,GOLD
D_original.jpg,1938,1513,2018,1593,BRPE,85.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,498.7,419.6,1978.6,1553.0,GOLD
D_original.jpg,1536,476,1616,556,BRPE,85.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,399.4,162.4,1576.1,516.1,GOLD
D_original.jpg,1494,1837,1574,1917,BRPE,85.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,388.8,500.7,1534.4,1877.8,GOLD
D_original.jpg,1396,2248,1476,2328,BRPE,84.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,364.4,602.7,1436.2,2288.3,GOLD
D_original.jpg,1485,163,1565,243,BRPE,84.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,387.0,84.5,1525.9,203.1,GOLD
D_original.jpg,1600,237,1680,317,BRPE,84.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,415.3,103.0,1640.1,277.2,GOLD
D_original.jpg,316,140,396,220,BRPE,84.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,95.1,78.2,356.2,180.2,GOLD
D_original.jpg,1365,1146,1445,1226,BRPE,84.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,356.9,329.2,1405.3,1186.6,GOLD
D_original.jpg,2382,200,2462,280,BRPE,83.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,608.4,94.2,2422.0,240.5,GOLD
D_original.jpg,1317,2321,1397,2401,BRPE,83.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,345.0,621.1,1358.0,2361.8,GOLD
D_original.jpg,3068,600,3148,680,BRPE,82.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,776.5,193.3,3108.6,640.5,GOLD
D_original.jpg,2247,1230,2327,1310,BRPE,82.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,575.0,349.4,2287.9,1270.7,GOLD
D_original.jpg,1202,2412,1282,2492,BRPE,82.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,316.4,643.8,1242.8,2452.3,GOLD
D_original.jpg,2526,1282,2606,1362,BRPE,81.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,643.4,361.9,2566.4,1322.2,GOLD
D_original.jpg,1300,2014,1380,2094,BRPE,81.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,340.6,544.8,1340.1,2054.2,GOLD
D_original.jpg,523,57,603,137,BRPE,81.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,147.1,57.7,563.6,97.8,GOLD
D_original.jpg,399,2662,479,2742,BRPE,81.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,116.2,707.9,439.3,2702.5,GOLD
D_original.jpg,670,2914,750,2994,BRPE,80.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,183.9,769.9,710.3,2954.7,GOLD
D_original.jpg,2813,6,2893,86,BRPE,79.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,714.5,46.3,2853.8,46.1,GOLD
D_original.jpg,1363,378,1443,458,BRPE,79.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,356.6,138.1,1403.6,418.5,GOLD
D_original.jpg,1404,917,1484,997,BRPE,79.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,366.6,272.3,1444.2,957.9,GOLD
D_original.jpg,2563,1692,2643,1772,BRPE,79.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,652.2,463.3,2603.0,1732.8,GOLD
D_original.jpg,1617,1194,1697,1274,BRPE,79.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,419.4,341.0,1657.4,1234.9,GOLD
D_original.jpg,1562,191,1642,271,BRPE,78.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,406.0,91.5,1602.5,231.1,GOLD
D_original.jpg,2402,1218,2482,1298,BRPE,78.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,613.1,346.2,2442.9,1258.3,GOLD
D_original.jpg,379,69,459,149,BRPE,78.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,110.9,60.6,419.2,109.8,GOLD
D_original.jpg,2079,1227,2159,1307,BRPE,77.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,533.5,348.7,2119.4,1267.3,GOLD
D_original.jpg,1342,1240,1422,1320,BRPE,77.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,351.2,352.5,1382.3,1280.3,GOLD
D_original.jpg,2092,1896,2172,1976,BRPE,76.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,536.6,514.2,2132.9,1936.0,GOLD
D_original.jpg,1449,1740,1529,1820,BRPE,76.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,377.7,476.6,1489.5,1780.4,GOLD
D_original.jpg,2882,45,2962,125,BRPE,76.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,731.2,56.1,2922.1,85.5,GOLD
D_original.jpg,1372,1484,1452,1564,BRPE,75.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,358.6,413.1,1412.3,1524.3,GOLD
D_original.jpg,1164,1624,1244,1704,BRPE,75.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,306.9,448.3,1204.2,1664.9,GOLD
D_original.jpg,2426,153,2506,233,BRPE,75.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,619.3,82.5,2466.3,193.2,GOLD
D_original.jpg,1868,1106,1948,1186,BRPE,75.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,481.5,318.8,1908.5,1146.1,GOLD
D_original.jpg,149,3020,229,3100,BRPE,74.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,53.6,797.8,189.1,3060.8,GOLD
D_original.jpg,287,2759,367,2839,BRPE,74.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,88.2,732.3,327.4,2799.3,GOLD
D_original.jpg,2993,1430,3073,1510,BRPE,73.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,757.8,398.1,3034.0,1470.6,GOLD
D_original.jpg,1536,2121,1616,2201,BRPE,73.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,399.1,571.0,1576.2,2161.5,GOLD
D_original.jpg,1544,1687,1624,1767,BRPE,73.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,401.3,463.4,1584.7,1727.7,GOLD
D_original.jpg,323,2540,403,2620,BRPE,73.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,97.3,677.6,363.8,2580.1,GOLD
D_original.jpg,1697,1306,1777,1386,BRPE,73.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,439.2,368.7,1737.6,1346.7,GOLD
D_original.jpg,2182,2223,2262,2303,BRPE,72.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,558.5,594.9,2222.4,2263.1,GOLD
D_original.jpg,46,142,126,222,BRPE,72.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,27.3,78.6,86.4,182.4,GOLD
D_original.jpg,1099,1620,1179,1700,BRPE,71.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,290.8,447.2,1139.4,1660.2,GOLD
D_original.jpg,3035,1126,3115,1206,BRPE,71.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,768.2,323.0,3075.9,1166.2,GOLD
D_original.jpg,1629,1701,1709,1781,BRPE,70.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,422.3,466.7,1669.6,1741.5,GOLD
D_original.jpg,1905,1330,1985,1410,BRPE,70.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,490.5,374.5,1945.2,1370.9,GOLD
D_original.jpg,1195,1312,1275,1392,BRPE,70.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,314.6,370.5,1235.0,1352.2,GOLD
D_original.jpg,2100,2293,2180,2373,BRPE,69.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,538.3,612.4,2140.4,2333.3,GOLD
D_original.jpg,446,1885,526,1965,BRPE,68.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,127.9,514.1,486.4,1925.1,GOLD
D_original.jpg,2029,1576,2109,1656,BRPE,68.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,521.1,435.2,2069.6,1616.4,GOLD
D_original.jpg,3009,679,3089,759,BRPE,67.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,761.9,212.8,3049.0,719.5,GOLD
D_original.jpg,1886,1533,1966,1613,BRPE,66.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,485.8,424.7,1926.4,1573.4,GOLD
D_original.jpg,1480,278,1560,358,BRPE,66.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,385.6,113.2,1520.3,318.4,GOLD
D_original.jpg,2903,0,2983,53,BRPE,65.7,red,sift_homography,0.5,True,80,53,D,Raccoon Island,2011,SLF,4752,3168,736.5,38.3,2943.6,13.5,GOLD
D_original.jpg,2929,1153,3009,1233,BRPE,65.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,742.1,329.7,2969.1,1193.0,GOLD
D_original.jpg,43,1397,123,1477,BRPE,64.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,26.7,393.0,83.1,1438.0,GOLD
D_original.jpg,2876,2302,2956,2382,BRPE,63.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,728.7,613.0,2916.8,2342.2,GOLD
D_original.jpg,36,2638,116,2718,BRPE,63.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,25.3,702.8,76.6,2678.4,GOLD
D_original.jpg,1214,1411,1294,1491,BRPE,63.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,319.5,395.2,1254.8,1451.6,GOLD
D_original.jpg,2207,1883,2287,1963,BRPE,62.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,564.8,510.8,2247.5,1923.0,GOLD
D_original.jpg,21,1303,101,1383,BRPE,61.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,21.3,369.5,61.7,1343.9,GOLD
D_original.jpg,241,3002,321,3082,BRPE,60.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,76.7,793.1,281.3,3043.0,GOLD
D_original.jpg,2694,195,2774,275,BRPE,60.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,685.2,93.0,2734.7,235.1,GOLD
D_original.jpg,1420,2337,1500,2417,BRPE,60.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,370.3,624.7,1460.1,2377.2,GOLD
D_original.jpg,477,1927,557,2007,BRPE,60.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,135.7,524.6,517.5,1967.4,GOLD
D_original.jpg,1693,1173,1773,1253,BRPE,59.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,438.2,335.6,1733.4,1213.3,GOLD
D_original.jpg,1249,30,1329,110,BRPE,59.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,328.4,51.3,1289.9,70.4,GOLD
D_original.jpg,2331,1126,2411,1206,BRPE,59.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,595.6,323.6,2371.5,1166.7,GOLD
D_original.jpg,677,1480,757,1560,BRPE,58.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,185.6,413.0,717.3,1520.8,GOLD
D_original.jpg,1760,1149,1840,1229,BRPE,56.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,454.9,329.7,1800.9,1189.7,GOLD
D_original.jpg,3051,98,3131,178,BRPE,56.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,772.7,69.4,3091.9,138.9,GOLD
D_original.jpg,621,1690,701,1770,BRPE,56.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,171.6,465.4,661.2,1730.7,GOLD
D_original.jpg,2802,2139,2882,2219,BRPE,56.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,710.6,573.2,2842.4,2180.0,GOLD
D_original.jpg,1691,2326,1771,2406,BRPE,55.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,437.5,621.5,1731.7,2366.6,GOLD
D_original.jpg,523,2406,603,2486,BRPE,55.6,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,147.2,643.9,563.4,2446.7,GOLD
D_original.jpg,2961,2426,3041,2506,BRPE,55.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,749.2,643.3,3001.1,2466.0,GOLD
D_original.jpg,2741,1885,2821,1965,BRPE,55.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,695.8,510.6,2781.4,1925.6,GOLD
D_original.jpg,1327,2377,1407,2457,BRPE,55.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,347.4,634.9,1367.7,2417.6,GOLD
D_original.jpg,1501,1751,1581,1831,BRPE,54.7,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,390.5,479.3,1541.2,1791.6,GOLD
D_original.jpg,1145,231,1225,311,BRPE,54.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,302.5,101.3,1185.9,271.1,GOLD
D_original.jpg,2154,50,2234,130,BRPE,54.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,552.5,56.8,2194.8,90.2,GOLD
D_original.jpg,2641,2308,2721,2388,BRPE,54.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,671.1,615.1,2681.3,2348.7,GOLD
D_original.jpg,2974,608,3054,688,BRPE,53.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,753.4,195.2,3014.1,648.2,GOLD
D_original.jpg,2631,2245,2711,2325,BRPE,53.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,668.6,599.5,2671.0,2285.4,GOLD
D_original.jpg,3051,3,3131,83,BRPE,53.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,772.7,45.8,3091.6,43.4,GOLD
D_original.jpg,2348,2356,2428,2436,BRPE,53.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,599.2,627.6,2388.2,2396.9,GOLD
D_original.jpg,1422,1381,1502,1461,BRPE,52.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,371.0,387.6,1462.2,1421.8,GOLD
D_original.jpg,1051,1523,1131,1603,BRPE,52.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,278.9,423.2,1091.5,1563.4,GOLD
D_original.jpg,3005,1358,3085,1438,BRPE,52.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,760.6,380.4,3045.3,1398.9,GOLD
D_original.jpg,3060,1050,3140,1130,BRPE,52.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,774.2,304.4,3100.3,1090.8,GOLD
D_original.jpg,1365,109,1445,189,BRPE,50.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,357.1,71.1,1405.4,149.5,GOLD
D_original.jpg,924,759,1004,839,BRPE,50.0,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,247.4,232.9,964.9,799.0,GOLD
D_original.jpg,1373,181,1453,261,BRPE,49.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,359.0,89.1,1413.1,221.8,SILVER
D_original.jpg,228,2576,308,2656,BRPE,49.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,73.5,686.9,268.8,2616.5,SILVER
D_original.jpg,1625,2341,1705,2421,BRPE,48.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,421.2,625.3,1665.7,2381.4,SILVER
D_original.jpg,2674,1452,2754,1532,BRPE,48.4,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,679.6,403.8,2714.4,1492.4,SILVER
D_original.jpg,2406,1275,2486,1355,BRPE,48.2,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,613.9,360.3,2446.2,1315.3,SILVER
D_original.jpg,2822,1133,2902,1213,BRPE,48.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,716.1,325.0,2862.8,1173.7,SILVER
D_original.jpg,585,2071,665,2151,BRPE,47.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,162.8,560.4,625.9,2111.8,SILVER
D_original.jpg,3117,1733,3197,1813,BRPE,47.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,787.7,472.5,3157.2,1773.2,SILVER
D_original.jpg,546,2348,626,2428,BRPE,47.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,152.9,629.3,586.2,2388.2,SILVER
D_original.jpg,916,1380,996,1460,BRPE,47.5,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,245.2,387.8,956.2,1420.6,SILVER
D_original.jpg,2929,756,3009,836,BRPE,47.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,742.4,231.9,2969.5,796.8,SILVER
D_original.jpg,467,2186,547,2266,BRPE,47.1,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,133.1,589.3,507.1,2227.0,SILVER
D_original.jpg,2563,1245,2643,1325,BRPE,46.8,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,652.6,352.7,2603.8,1285.1,SILVER
D_original.jpg,1407,971,1487,1051,BRPE,46.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,367.5,285.6,1447.9,1011.4,SILVER
D_original.jpg,1988,1674,2068,1754,BRPE,45.3,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,510.9,459.5,2028.3,1714.4,SILVER
D_original.jpg,1688,117,1768,197,BRPE,44.9,red,sift_homography,0.5,True,80,80,D,Raccoon Island,2011,SLF,4752,3168,437.2,73.2,1728.3,157.3,SILVER
